Location,Bait,Start,End,Transition,Weather,"Predator, Amount",Tug,Hookset,Gathering,Snagging?,Fish Eyes?,ID
Skythorn,Large Gig Head,,,,,,,,,,,672
The Kobayashi Maru,,,,,,,,,,,,100156
Redcoat,Normal Gig Head,,,,,,,,,,,680
Sea Lamp,Small Gig Head,,,,,,,,,,,692
Amberjack,Large Gig Head,,,,,,,,,,,693
Spiny Lobster,Normal Gig Head,,,,,,,,,,,703
Bashful Batfish,Small Gig Head,,,,,,,,,,,711
Motley Beakfish,Large Gig Head,,,,,,,,,,,720
Ichimonji,Large Gig Head,2,12,,,,,,,,,740
The Sunken Junk,,,,,,,,,,,,100254
Yanxian Tiger Prawn,Small Gig Head,,,,,,,,,,,681
Tengu Fan,Normal Gig Head,,,,,,,,,,,682
Cherry Salmon,Large Gig Head,,,,,,,,,,,694
Doman Bubble Eye,Small Gig Head,,,,,,,,,,,705
River Bream,Normal Gig Head,,,,,,,,,,,712
Ichthyosaur,Large Gig Head,,,,,,,,,,,722
The Dragon's Struggle,,,,,,,,,,,,100255
Star Turban,Small Gig Head,,,,,,,,,,,683
Blue-fish,Large Gig Head,,,,,,,,,,,684
Yu-no-hana Crab,Normal Gig Head,,,,,,,,,,,695
Dragon Squeaker,Small Gig Head,,,,,,,,,,,706
Snipe Eel,Large Gig Head,,,,,,,,,,,713
Sailfin,Normal Gig Head,,,,,,,,,,,723
Azim Khaat Western Lakebed,,,,,,,,,,,,100351
Steppe Bullfrog,Small Gig Head,,,,,,,,,,,685
Cavalry Catfish,Large Gig Head,,,,,,,,,,,686
Dotharli Gudgeon,Normal Gig Head,,,,,,,,,,,696
Dawn Herald,Small Gig Head,,,,,,,,,,,707
Dusk Herald,Normal Gig Head,,,,,,,,,,,715
Flamefish,Large Gig Head,,,,,,,,,,,725
Azim Khaat Eastern Lakebed,,,,,,,,,,,,100352
Redfin,Normal Gig Head,,,,,,,,,,,687
River Clam,Small Gig Head,,,,,,,,,,,697
Grass Shark,Large Gig Head,,,,,,,,,,,698
Dawn Herald,Small Gig Head,,,,,,,,,,,707
Fickle Krait,Normal Gig Head,,,,,,,,,,,726
Glaring Perch,Large Gig Head,,,,,,,,,,,716
Loch Seld Northwestern Lakebed,,,,,,,,,,,,90451
Moondisc,Small Gig Head,,,,,,,,,,,688
Bleached Bonytongue,Large Gig Head,,,,,,,,,,,689
Typhoon Shrimp,Normal Gig Head,,,,,,,,,,,699
Salt Cellar,Small Gig Head,,,,,,,,,,,708
Abalathian Pipira,Normal Gig Head,,,,,,,,,,,717
Flood Tuna,Large Gig Head,,,,,,,,,,,729
Loch Seld Central Lakebed,,,,,,,,,,,,90452
Salt Shark,Normal Gig Head,,,,,,,,,,,690
Bleached Bonytongue,Large Gig Head,,,,,,,,,,,689
Rock Oyster,Small Gig Head,,,,,,,,,,,700
White Sturgeon,Large Gig Head,,,,,,,,,,,709
Steel Loach,Small Gig Head,,,,,,,,,,,718
Mercenary Crab,Normal Gig Head,,,,,,,,,,,730
Loch Seld Southeastern Lakebed,,,,,,,,,,,,90453
King's Mantle,Large Gig Head,,,,,,,,,,,691
Salt Urchin,Small Gig Head,,,,,,,,,,,701
Carpenter Crab,Normal Gig Head,,,,,,,,,,,702
Tithe Collector,Large Gig Head,,,,,,,,,,,710
Ivory Sole,Normal Gig Head,,,,,,,,,,,719
Ashfish,Small Gig Head,,,,,,,,,,,731
The Eastern Ruby Sea,,,,,,,,,,,,100191
Horned Turban,Small Gig Head,,,,,,,,,,,668
Swordtip,Normal Gig Head,,,,,,,,,,,673
Spiny Lobster,Normal Gig Head,,,,,,,,,,,703
Bashful Batfish,Small Gig Head,,,,,,,,,,,711
Mitsukuri Shark,Large Gig Head,,,,,"Bashful Batfish, 7",,,,,,704
Thousandfang,Large Gig Head,,,,,"Bashful Batfish, 7",,,,,,721
Tiny Tatsunoko,Large Gig Head,,,,,"Bashful Batfish, 7",,,,,,734
The Sunken Junk's South Side,,,,,,,,,,,,100291
Doman Bubble Eye,Small Gig Head,,,,,,,,,,,705
Dragon Squeaker,Small Gig Head,,,,,,,,,,,706
Snipe Eel,Large Gig Head,,,,,,,,,,,713
Ichthyosaur,Large Gig Head,,,,,,,,,,,722
Cherubfish,Normal Gig Head,,,,,"Ichthyosaur, 7",,,,,,714
Fangshi,Normal Gig Head,,,,,"Ichthyosaur, 7",,,,,,724
Dafangshi,Small Gig Head,,,,,"Ichthyosaur, 7",,,,,,
Azim Khaat Southern Lakebed,,,,,,,,,,,,100391
Dusk Herald,Normal Gig Head,,,,,,,,,,,715
Glaring Perch,Large Gig Head,,,,,,,,,,,716
Fickle Krait,Normal Gig Head,,,,,,,,,,,726
Flamefish,Large Gig Head,,,,,,,,,,,725
Eternal Eye,Small Gig Head,,,,,"Glaring Perch, 7",,,,,,727
Soul of the Stallion,Small Gig Head,,,,,"Glaring Perch, 7",,,,,,728
Loch Seld Deep Lakebed,,,,,,,,,,,,90491
Salt Cellar,Small Gig Head,,,,,,,,,,,708
Steel Loach,Small Gig Head,,,,,,,,,,,718
Abalathian Pipira,Normal Gig Head,,,,,,,,,,,717
Ivory Sole,Normal Gig Head,,,,,,,,,,,719
Silken Sunfish,Large Gig Head,,,,,"Mercenary Crab, 7",,,,,,732
Mosasaur,Large Gig Head,,,,,"Mercenary Crab, 7",,,,,,733
Kobayashi Maru's Northern Wake,,,,,,,,,,,,100192
Corpse-eater,Large Gig Head,,,,,,,,,,,665
Eastern Sea Pickle,Small Gig Head,,,,,,,,,,,659
Horned Turban,Small Gig Head,,,,,,,,,,,668
Motley Beakfish,Large Gig Head,,,,,,,,,,,720
Snailfish,Normal Gig Head,,,,,"Ichimonji, 10",,,,,,741
Spiny Lobster,Normal Gig Head,,,,,,,,,,,703
The Trivium,,,,,,,,,,,,120101
Crystal Knife,Marble Nymph,,,,,,,,,,,3014
Laxan Carp,Marble Nymph,,,,,,,,,,,3008
Asteroidea,Robber Ball,,,,,,,Precision,,,,3009
Jacketed Snail,Robber Ball,,,,,,,Precision,,,,3010
Lover's Flower,Marble Nymph,,,,,,,Precision,,,,3011
The Quadrivium,,,,,,,,,,,,120102
Crystal Knife,Robber Ball,,,,,,,,,,,3014
Laxan Carp,Robber Ball,,,,,,,,,,,3008
Sinspitter,Marble Nymph,,,,,,,Precision,,,,3012
Wandering Catfish,Baitbugs,,,,,,,Precision,,,,3013
The Sinsteeped,Fruit Worm,22,24,,"Clear Skies, Fair Skies",,,Precision,,,,3301
Crystarium Personal Suites,,,,,,,,,,,,120103
Crystal Knife,Freshwater Boilie,,,,,,,,,,,3014
Laxan Carp,Fruit Worm,,,,,,,,,,,3008
Crystarium Tetra,Fruit Worm,,,,,,,Precision,,,,3007
Skeletonfish,Freshwater Boilie,,,,,,,Precision,,,,3015
Loose Pendant,Baitbugs,18,22,,,,,Precision,,,,3179
The Derelicts,,,,,,,,,,,,120201
Milky Coral,Short Bill Minnow,,,,,,,Precision,,1,,3016
Gravel Mussel,Short Bill Minnow,,,,,,,Precision,,1,,3017
Crimson Sea Spider,Moyebi Shrimp,,,,,,,,,,,3018
Bonefish,Moyebi Shrimp,,,,,,,,,,,3019
Eulmore Butterfly,Squid Strip,,,,,,,Precision,,,,3020
Red Hammerhead,Squid Strip,,,,,,,,,,,3021
Winged Dame,Squid Strip,12,19,,Clear Skies,,,Precision,,,,3180
The Rift of Sighs,,,,,,,,,,,,120301
Eighteyes Eel,Fruit Worm,,,,,,,,,,,3001
Hard Candy,Robber Ball,,,,,,,,,,,3022
Abyssal Snail,Robber Ball,,,,,,,,,,,3024
Water Ball,Baitbugs,,,,,,,,,,,3023
Albino Caiman,Robber Ball,,,,,,,,,,,3028
Sweetheart,Baitbugs,,,Fog,"Clear Skies, Fair Skies",,,Powerful,,,,3302
The Rusted Reservoir,,,,,,,,,,,,120302
Hard Candy,Metal Spinner,,,,,,,,,,,3022
Abyssal Snail,Robber Ball,,,,,,,,,,,3024
Water Ball,Marble Nymph,,,,,,,,,,,3023
Platinum Guppy,Baitbugs,,,,Clear Skies,,,Precision,,,,3029
Misty Killifish,Robber Ball,,,,,,,,,,,3030
Moonlight Guppy,Baitbugs,6,8,Clear Skies,Fair Skies,,,,,,,3344
The Source,,,,,,,,,,,,120303
Hard Candy,Robber Ball,,,,,,,,,,,3022
Clean Saucer,Baitbugs,,,,,,,,,,,3025
Rabbit Skipper,Robber Ball,,,,,,,Precision,,,,3026
Xanthic Bass,Marble Nymph,,,,,,,,,,,3027
Albino Rock Crab,Baitbugs,,,,,,,Precision,,,,3031
Laxan Inkhorn,Metal Spinner,,,,,,,Precision,,,,3187
The Unforgiven,Baitbugs,,,,Fog,,,Powerful,,,,3181
Sullen,,,,,,,,,,,,120304
Hard Candy,Baitbugs,,,,,,,,,,,3022
Rabbit Skipper,Metal Spinner,,,,,,,Precision,,,,3026
Xanthic Bass,Fruit Worm,,,,,,,,,,,3027
Snakeskin Discus,Baitbugs,,,,,,,Precision,,,,3032
The Isle of Ken,,,,,,,,,,,,120305
Hard Candy,Fruit Worm,,,,,,,,,,,3022
Clean Saucer,Metal Spinner,,,,,,,,,,,3025
Albino Garfish,Robber Ball,,,,,,,Powerful,,,,3033
Vicejaw,Robber Ball,,,,,,,Powerful,,,,3034
The Jaws of Undeath,Baitbugs,16,0,,Clouds,,,Powerful,,,,3193
Northeast Source,,,,,,,,,,,,120351
Lilac Goby,Small Gig Head,,,,,,,,,,,3114
Purple Ghost,Small Gig Head,,,,,,,,,,,3115
Gazing Glass,Normal Gig Head,,,,,,,,,,,3117
Lakelouse,Normal Gig Head,,,,,,,,,,,3116
Elven Spear,Large Gig Head,,,,,,,,,,,3119
Source Octopus,Large Gig Head,,,,,,,,,,,3118
Southeast Source,,,,,,,,,,,,120353
Skykisser,Small Gig Head,,,,,,,,,,,3125
Viola Clam,Small Gig Head,,,,,,,,,,,3126
Lakeland Cod,Large Gig Head,,,,,,,,,,,3130
Geayi,Normal Gig Head,,,,,,,,,,,3127
Noblefish,Normal Gig Head,,,,,,,,,,,3128
Misteye,Large Gig Head,,,,,,,,,,,3129
The Isle of Ken,,,,,,,,,,,,120352
Grey Carp,Small Gig Head,,,,,,,,,,,3113
Shade Gudgeon,Small Gig Head,,,,,,,,,,,3120
Lakethistle,Normal Gig Head,,,,,,,,,,,3121
Platinum Bream,Normal Gig Head,,,,,,,,,,,3122
Wardenfish,Large Gig Head,,,,,,,,,,,3123
Finned Eggplant,Large Gig Head,,,,,,,,,,,3124
Upper Watts River,,,,,,,,,,,,120401
Skulleater,Marble Nymph,,,,,,,,,,,3035
Toffee Snail,Fruit Worm,,,,,,,,,,,3036
Watts Trout,Metal Spinner,,,,,,,,,,,3037
Hucho Taimen,Robber Ball,,,,,,,,,,,3038
Winged Hatchetfish,Robber Ball,,,,,,,,,,,3039
Giant Taimen,Baitbugs,,,,,,,Powerful,,,,3303
White Oil Falls,,,,,,,,,,,,120402
Skulleater,Marble Nymph,,,,,,,,,,,3035
Watts Trout,Fruit Worm,,,,,,,,,,,3037
Noble's Fan,Robber Ball,,,,,,,Precision,,,,3040
White Oil Perch,Metal Spinner,,,,,,,Powerful,,,,3188
Steel Fan,Marble Nymph,,,Clouds,Fog,,,,,,,3345
Lower Watts River,,,,,,,,,,,,120403
Skulleater,Metal Spinner,,,,,,,,,,,3035
Toffee Snail,Metal Spinner,,,,,,,,,,,3036
Watts Trout,Metal Spinner,,,,,,,,,,,3037
Zebra Catfish,Robber Ball,,,,,,,Precision,,,,3041
White Ronso,Baitbugs,0,2,,,,,Precision,,,,3194
Sharptongue Drip,,,,,,,,,,,,120404
Skulleater,Metal Spinner,,,,,,,,,,,3035
Toffee Snail,Robber Ball,,,,,,,,,,,3036
Sepia Sole,Marble Nymph,,,,,,,Precision,,,,3042
Bronze Sole,Marble Nymph,,,,Rain,,,Powerful,,,,3182
The Western Kholusian Coast,,,,,,,,,,,,120405
South Kholusian Cod,Short Bill Minnow,,,,,,,,,,,3046
Kholusian Flounder,Squid Strip,,,,,,,,,,,3045
Shellfracture Kelp,Squid Strip,,,,,,,,,,,3043
Creamy Oyster,Moyebi Shrimp,,,,,,,,,,,3002
Rose Shrimp,Short Bill Minnow,,,,,,,Precision,,,,3048
Razorfish,Short Bill Minnow,,,,,,,,,,,3047
Kholusian King Crab,Metal Spinner,,,,,,,,,,,3191
Blue Crab,Squid Strip,,,,,,,,,,,3310
Seagazer Shoals,,,,,,,,,,,,120406
South Kholusian Cod,Metal Spinner,,,,,,,,,,,3046
Kholusian Flounder,Metal Spinner,,,,,,,,,,,3045
Blood Cloud,Short Bill Minnow,,,,,,,,,,,3044
Shapeshifter,Squid Strip,,,,,,,Precision,,,,3049
Minstrelfish,Short Bill Minnow,,,,,,,Powerful,,,,3050
The Eastern Kholusian Coast,,,,,,,,,,,,120407
South Kholusian Cod,Metal Spinner,,,,,,,,,,,3046
Shellfracture Kelp,Metal Spinner,,,,,,,,,,,3043
Blood Cloud,Moyebi Shrimp,,,,,,,,,,,3044
Spearhead Squid,Short Bill Minnow,,,,,,,,,,,3054
Kholusian Wrasse,Spearhead Squid,,,,,,,Powerful,,,,3051
Weedy Seadragon,Short Bill Minnow,,,,,,,,,,,3052
Henodus,Spearhead Squid,16,0,,"Clouds, Fog",,,Powerful,,,,3053
Henodus Grandis,Spearhead Squid,22,0,,Clouds,,,,,,,3346
The River of Sand,,,,,,,,,,,,120501
Shadow Crab,Desert Dessert Frog,,,,,,,,,,,3055
Desert Dustfish,Desert Dessert Frog,,,,,,,,,,,3056
Hornhelm,Jerked Ovim,,,,,,,,,,,3057
Sand Egg,Desert Dessert Frog,,,,,,,,,,,3059
Web-footed Sand Gecko,Desert Dessert Frog,,,,,,,,,,,3058
The Horned King,Hornhelm,0,6,,Dust Storms,,,Powerful,,,,3183
The Nabaath Severance,,,,,,,,,,,,120502
Shadow Crab,Desert Dessert Frog,,,,,,,,,,,3055
Desert Dustfish,Desert Dessert Frog,,,,,,,,,,,3056
Hornhelm,Jerked Ovim,,,,,,,,,,,3057
Amber Lamprey,Desert Dessert Frog,,,,,,,Powerful,,,,3060
Desert Saw,Jerked Ovim,,,,,,,Powerful,,,,3061
Areng Dire,Metal Spinner,,,,,,,Powerful,,,,3190
The Hills of Amber,,,,,,,,,,,,120503
Amber Monkfish,Desert Dessert Frog,,,,,,,,,,,3004
Desert Dustfish,Desert Dessert Frog,,,,,,,,,,,3056
Web-footed Sand Gecko,Desert Dessert Frog,,,,,,,,,,,3058
Garik Crab,Jerked Ovim,,,,,,,,,,,3062
Nabaath Manta,Web-footed Sand Gecko,,,,,,,,,,,3063
Thorned Lizard,Web-footed Sand Gecko,10,18,,"Clear Skies, Fair Skies, Heat Waves",,,Powerful,,,,3064
Ambling Caltrop,Web-footed Sand Gecko,12,16,,Clear Skies,,,,,,,3195
Handmirror Lake,,,,,,,,,,,,120601
Grey Skipper,Fruit Worm,,,,,,,,,,,3067
Pixie Fish,Fruit Worm,,,,,,,Precision,,,,3068
Wimple Carp,Baitbugs,,,,,,,Precision,,,,3071
Lemonfish,Robber Ball,,,,,,,,,,,3072
Faeshine Clam,Metal Spinner,,,,,,,Precision,,,,3189
Leannisg,Marble Nymph,6,8,,Rain,,,Powerful,,,,3304
Longmirror Lake,,,,,,,,,,,,120602
Calico Trout,Fruit Worm,,,,,,,,,,,3005
Official Ball,Marble Nymph,,,,,,,Precision,,,,3066
Grey Skipper,Fruit Worm,,,,,,,,,,,3067
Rebel,Marble Nymph,,,,,,,Precision,,,,3073
Wild Red Betta,Baitbugs,,,,,,,Precision,,,,3074
Cerulean Loach,Fruit Worm,,,,,,,,,,,3076
The Sound of Fury,Baitbugs,20,0,,"Clear Skies, Fair Skies",,,Precision,,,,3184
Fuchsia Bloom,Robber Ball,,,,,,,,,,,3309
The Haughty One,,,,,,,,,,,,120603
Official Ball,Baitbugs,,,,,,,Precision,,,,3066
Grey Skipper,Fruit Worm,,,,,,,,,,,3067
Blood-eyed Frog,Marble Nymph,,,,,,,Precision,,,,3069
Spotted Ctenopoma,Robber Ball,,,,,,,Precision,,,,3075
Cerulean Loach,Fruit Worm,,,,,,,,,,,3076
Sunken Tome,Marble Nymph,12,16,Fair Skies,Thunderstorms,,,,,,,3347
The Jealous One,,,,,,,,,,,,120604
Spotted Blue-eye,Marble Nymph,,,,,,,Precision,,,,3065
Grey Skipper,Fruit Worm,,,,,,,,,,,3067
Blood-eyed Frog,Baitbugs,,,,,,,Precision,,,,3069
Cerulean Loach,Fruit Worm,,,,,,,,,,,3076
Fae Rainbow,Marble Nymph,,,"Clear Skies, Fair Skies",Fog,,,,,,,3196
The Spoiled One,,,,,,,,,,,,120605
Brightmirror Clam,Fruit Worm,,,,,,,,,,,3003
Grey Skipper,Baitbugs,,,,,,,,,,,3067
Cherry Herring,Marble Nymph,,,,,,,,,,,3070
Cerulean Loach,Robber Ball,,,,,,,,,,,3076
Saint Fathric's Temple,,,,,,,,,,,,120606
Grey Skipper,Fruit Worm,,,,,,,,,,,3067
Blood-eyed Frog,Baitbugs,,,,,,,Precision,,,,3069
Cerulean Loach,Fruit Worm,,,,,,,,,,,3076
Golden Lobster,Marble Nymph,,,,,,,Precision,,,,3077
Gold Hammer,Baitbugs,,,"Clear Skies, Fair Skies",Clear Skies,,,Precision,,,,3305
Father Collard's Failings,,,,,,,,,,,,120607
Official Ball,Robber Ball,,,,,,,Precision,,,,3066
Grey Skipper,Fruit Worm,,,,,,,,,,,3067
Pixie Fish,Fruit Worm,,,,,,,Precision,,,,3068
Toadhead,Baitbugs,,,,Clear Skies,,,Precision,,,1,3078
North Lyhe Ghiah,,,,,,,,,,,,120651
Jenanna's Tear,Small Gig Head,,,,,,,,,,,3134
Shade Axolotl,Normal Gig Head,,,,,,,,,,,3136
Daisy Turban,Small Gig Head,,,,,,,,,,,3135
Little Flirt,Normal Gig Head,,,,,,,,,,,3137
Peallaidh,Large Gig Head,,,,,,,,,,,3138
Voeburt Bichir,Large Gig Head,,,,,,,,,,,3139
Deepwood Swim,,,,,,,,,,,,120652
Poecilia,Small Gig Head,,,,,,,,,,,3140
Gilded Batfish,Small Gig Head,,,,,,,,,,,3141
Petalfish,Normal Gig Head,,,,,,,,,,,3142
Mirrorfish,Normal Gig Head,,,,,,,,,,,3143
Glass Eel,Large Gig Head,,,,,,,,,,,3144
Voeburt Salamander,Large Gig Head,,,,,,,,,,,3145
Central Longmirror Lake,,,,,,,,,,,,120653
Bedskipper,Small Gig Head,,,,,,,,,,,3146
Dandyfish,Small Gig Head,,,,,,,,,,,3147
Sauldia Ruby,Normal Gig Head,,,,,,,,,,,3148
Mock Pixie,Normal Gig Head,,,,,,,,,,,3149
Hunter's Arrow,Large Gig Head,,,,,,,,,,,3150
Fuathgobbler,Large Gig Head,,,,,,,,,,,3151
Thysm Lran,,,,,,,,,,,,120654
Paradise Crab,Small Gig Head,,,,,,,,,,,3152
Saint Fathric's Ire,Small Gig Head,,,,,,,,,,,3153
Queensgown,Normal Gig Head,,,,,,,,,,,3154
Flowering Kelpie,Normal Gig Head,,,,,,,,,,,3155
Ghoulfish,Large Gig Head,,,,,,,,,,,3156
Measan Deala,Large Gig Head,,,,,,,,,,,3157
South Longmirror Lake,,,,,,,,,,,,120655
Big-eye,Normal Gig Head,,,,,,,,,,,3133
Dohn Horn,Small Gig Head,,,,,,,,,,,3158
Aquabloom,Small Gig Head,,,,,,,,,,,3159
Jester Fish,Normal Gig Head,,,,,,,,,,,3160
Blue Lightning,Large Gig Head,,,,,,,,,,,3161
Maidenhair,Large Gig Head,,,,,,,,,,,3162
Lake Tusi Mek'ta,,,,,,,,,,,,120701
Clawbow,Fruit Worm,,,,,,,,,,,3079
Robber Crab,Baitbugs,,,,,,,,,,,3081
Yellow Pipira,Fruit Worm,,,,,,,,,,,3083
Clown Tetra,Robber Ball,,,,,,,,,,,3087
Eryops,Clown Tetra,,,,,,,,,,,3088
Priest of Yx'Lokwa,Eryops,10,12,,,,,Powerful,,,,3185
The Red Chalice,,,,,,,,,,,,120702
Clawbow,Fruit Worm,,,,,,,,,,,3079
Darkroot,Robber Ball,,,,,,,,,,,3082
Yellow Pipira,Fruit Worm,,,,,,,,,,,3083
Oathfish,Baitbugs,,,,,,,Powerful,,,,3084
Diamond Pipira,Robber Ball,12,20,,,,,Powerful,,,,3089
Pearl Pipira,Diamond Pipira,16,20,Fair Skies,Fog,,,,,,,3348
The Lozatl,,,,,,,,,,,,120703
Clawbow,Fruit Worm,,,,,,,,,,,3079
Black Tri-star,Robber Ball,,,,,,,Precision,,,,3080
Yellow Pipira,Marble Nymph,,,,,,,,,,,3083
Night's Bass,Robber Ball,,,,,,,Precision,,,,3085
Rak'tika Trout,Robber Ball,,,,,,,Precision,,,,3086
Black Jet,Robber Ball,2,12,"Clouds, Fog",Fair Skies,,,,,,,3197
South Mjrl's Regret,,,,,,,,,,,,120704
Clawbow,Fruit Worm,,,,,,,,,,,3079
Robber Crab,Baitbugs,,,,,,,,,,,3081
Yellow Pipira,Fruit Worm,,,,,,,,,,,3083
Night's Bass,Robber Ball,,,,,,,Precision,,,,3085
Rak'tika Trout,Robber Ball,,,,,,,Precision,,,,3086
Silver Kitten,Robber Ball,,,,,,,,,,,3090
Recordkiller,Baitbugs,18,24,"Clear Skies, Fair Skies",Fog,,,Precision,,,,3306
Woven Oath,,,,,,,,,,,,120705
Clawbow,Fruit Worm,,,,,,,,,,,3079
Darkroot,Robber Ball,,,,,,,,,,,3082
Oathfish,Marble Nymph,,,,,,,Powerful,,,,3084
Darkdweller,Baitbugs,0,8,,Fog,,,,,,1,3091
Mjrl's Tears,,,,,,,,,,,,120706
Clawbow,Fruit Worm,,,,,,,,,,,3079
Yellow Pipira,Fruit Worm,,,,,,,,,,,3083
North Lake Tusi Mek'ta,,,,,,,,,,,,120751
Ankle Snipper,Small Gig Head,,,,,,,,,,,3165
Treescale,Small Gig Head,,,,,,,,,,,3166
Ronkan Pleco,Normal Gig Head,,,,,,,,,,,3167
Gourmand Crab,Normal Gig Head,,,,,,,,,,,3168
Gatorl's Bead,Large Gig Head,,,,,,,,,,,3169
Diamondtongue,Large Gig Head,,,,,,,,,,,3170
The Covered Halls of Dwatl,,,,,,,,,,,,120752
Hermit's Hood,Small Gig Head,,,,,,,,,,,3171
Hermit Crab,Small Gig Head,,,,,,,,,,,3172
Megapiranha,Normal Gig Head,,,,,,,,,,,3173
Everdark Bass,Normal Gig Head,,,,,,,,,,,3174
Lozatl Pirarucu,Large Gig Head,,,,,,,,,,,3175
Anpa's Handmaid,Large Gig Head,,,,,,,,,,,3176
Central Lake Tusi Mek'ta,,,,,,,,,,,,120753
Hermit's Hood,Small Gig Head,,,,,,,,,,,3171
Ronkan Pleco,Normal Gig Head,,,,,,,,,,,3167
South Lake Tusi Mek'ta,,,,,,,,,,,,120754
Hermit's Hood,Small Gig Head,,,,,,,,,,,3171
Ronkan Pleco,Normal Gig Head,,,,,,,,,,,3167
The Flounders' Floor,,,,,,,,,,,,120801
Deep Purple Coral,Squid Strip,,,,,,,,,1,,3092
Stormfish,Moyebi Shrimp,,,,,,,,,,,3094
Caliban,Moyebi Shrimp,,,,,,,,,,,3096
Bubble Angler,Squid Strip,,,,,,,Precision,,,,3098
Ondo Harpoon,Squid Strip,,,,,,,Powerful,,,,3099
Ondo Sigh,Squid Strip,12,14,,"Clear Skies, Fair Skies",,,,,,,3198
Where the Dry Return,,,,,,,,,,,,120802
Deep Purple Coral,Squid Strip,,,,,,,,,1,,3092
Stormfish,Moyebi Shrimp,,,,,,,,,,,3094
Caliban,Moyebi Shrimp,,,,,,,,,,,3096
Ondobane,Short Bill Minnow,,,,,,,Powerful,,,,3100
Stippled Eel,Short Bill Minnow,,,,,,,,,,,3101
The Ondotaker,Squid Strip,8,10,Clear Skies,Clouds,,,Powerful,,,,3349
Northwest Caliban Gorge,,,,,,,,,,,,120803
Sycorax,Short Bill Minnow,,,,,,,,,1,,3093
Stormfish,Moyebi Shrimp,,,,,,,,,,,3094
Caliban,Moyebi Shrimp,,,,,,,,,,,3096
Hoodwinker,Short Bill Minnow,,,,Fair Skies,,,,,,,3097
Seatrap,Squid Strip,,,,,,,,,,,3102
Sweetmeat Mussel,Squid Strip,,,,,,,,,1,,3192
West Caliban Gap,,,,,,,,,,,,120804
Sycorax,Moyebi Shrimp,,,,,,,,,1,,3093
Stormfish,Moyebi Shrimp,,,,,,,,,,,3094
Ancient Shrimp,Squid Strip,,,,,,,,,,,3103
Yeti Crab,Ancient Shrimp,,,,,,,,,,,3104
Aapoak,Ancient Shrimp,12,16,,Clear Skies,,,Powerful,,,1,3105
East Caliban Gap,,,,,,,,,,,,120805
Sycorax,Moyebi Shrimp,,,,,,,,,1,,3093
Stormfish,Moyebi Shrimp,,,,,,,,,,,3094
Hoodwinker,Short Bill Minnow,,,,Fair Skies,,,,,,,3097
Cyan Sea Devil,Short Bill Minnow,,,,,,,,,,,3106
Pancake Octopus,Squid Strip,,,,,,,,,,,3107
The Mother of All Pancakes,Squid Strip,0,3,Clouds,Clear Skies,,,,,,,3307
Purpure,,,,,,,,,,,,120806
Sycorax,Moyebi Shrimp,,,,,,,,,1,,3093
Stormfish,Moyebi Shrimp,,,,,,,,,,,3094
Azure Sea Spider,Squid Strip,,,,,,,,,,,3095
Maneater Clam,Short Bill Minnow,,,,,,,Precision,,1,,3108
Stargazer,Squid Strip,,,,,,,,,,,3109
Starchaser,Squid Strip,6,10,,Clouds,,,,,,1,3186
The Norvrandt Slope,,,,,,,,,,,,120807
Prospero Eel,Moyebi Shrimp,,,,,,,,,,,3006
Sycorax,Moyebi Shrimp,,,,,,,,,1,,3093
Stormfish,Moyebi Shrimp,,,,,,,,,,,3094
Azure Sea Spider,Short Bill Minnow,,,,,,,,,,,3095
Sweetflesh Oyster,Short Bill Minnow,,,,,,,,,1,,3110
Rainbow Shrimp,Short Bill Minnow,,,,,,,,,,,3111
Predator,Squid Strip,,,,,,,,,,,3112
Opal Shrimp,Squid Strip,18,20,,Clear Skies,,,Precision,,,,3308
Eastern Isle of Ken,,,,,,,,,,,,120391
Purple Ghost,Small Gig Head,,,,,,,,,,,3115
Lakelouse,Normal Gig Head,,,,,,,,,,,3116
Shade Gudgeon,Small Gig Head,,,,,,,,,,,3120
Platinum Bream,Normal Gig Head,,,,,,,,,,,3122
Little Bismarck,Large Gig Head,,,,,"Noblefish, 10",,,,,,3131
Bothriolepis,Large Gig Head,,,,,"Noblefish, 10",,,,,,3132
East Longmirror Lake,,,,,,,,,,,,120691
Dandyfish,Small Gig Head,,,,,,,,,,,3147
Paradise Crab,Small Gig Head,,,,,,,,,,,3152
Ghoulfish,Large Gig Head,,,,,,,,,,,3156
Blue Lightning,Large Gig Head,,,,,,,,,,,3161
Blue Mountain Bubble,Normal Gig Head,,,,,"Sauldia Ruby, 10",,,,,,3163
Elder Pixie,Normal Gig Head,,,,,"Sauldia Ruby, 10",,,,,,3164
Deep Lake Tusi Mek'ta,,,,,,,,,,,,120791
Gourmand Crab,Normal Gig Head,,,,,,,,,,,3168
Diamondtongue,Large Gig Head,,,,,,,,,,,3170
Megapiranha,Normal Gig Head,,,,,,,,,,,3173
Anpa's Handmaid,Large Gig Head,,,,,,,,,,,3176
Viis Ear,Small Gig Head,,,,,"Treescale, 10",,,,,,3177
Rak'tika Goby,Small Gig Head,,,,,"Treescale, 10",,,,,,3178
